fr,fe
139376,122028
139376,123956
139376,138631
139377,127007
139377,138689
139377,130844
139377,116488
139377,125882
139377,136791
139378,134934
139378,134658
139378,124847
139378,137685
139378,117808
139378,128323
139378,125010
139379,7
139379,123532
139379,138926
139379,125772
139379,129173
139379,126936
139379,128939
139379,140474
139379,117395
139379,131914
139380,129976
139380,138768
139380,139965
139380,130548
139380,130766
139380,136747
139380,137261
139380,138322
139381,118205
139381,126845
139381,123422
139381,139376
139381,121815
139381,123934
139381,135882
139382,116218
139382,129737
139382,117668
139382,122044
139382,132447
139382,121205
139382,120753
139383,133914
139383,117775
139383,120189
139383,136930
139383,134339
139384,124148
139384,135432
139384,116311
139384,116610
139384,128296
139384,131779
139384,135874
139385,138939
139385,3
139385,140913
139385,123239
139385,133247
139385,135277
139385,120506
139385,117497
139386,137627
139386,117535
139386,139642
139386,128441
139386,124390
139386,126005
139387,127570
139387,122840
139387,141983
139387,118901
139387,141251
139387,138137
139388,121242
139388,141668
139388,123306
139388,130373
139388,140607
139388,126822
139388,119762
139388,138409
139388,128303
139388,137808
139389,122666
139389,125597
139389,124695
139389,129139
139389,137871
139389,118363
139390,131320
139390,126971
139390,120718
139390,128955
139391,122015
139391,129063
139391,120136
139391,139447
139391,135061
139392,118785
139392,118562
139392,134364
139392,120092
139393,140929
139393,116441
139393,126189
139393,123381
139393,139605
139394,131093
139394,140833
139394,136658
139394,133388
139394,122975
139394,123648
139394,135035
139395,141668
139395,140281
139395,139495
139395,140818
139395,120980
139395,126016
139395,121255
139395,126345
139395,126000
139395,129619
139396,118830
139396,117927
139396,131343
139396,125784
139396,118569
139396,122873
139396,122227
139396,128755
139396,127785
139397,135114
139397,133250
139397,127185
139397,141358
139397,137289
139398,136299
139398,128274
139398,138750
139398,131064
139398,129430
139398,129083
139398,130894
139398,133118
139398,119102
139399,132128
139399,126908
139399,133345
139399,138563
139399,132384
139399,123606
139400,119191
139400,120861
139400,119745
139400,140693
139400,136539
139400,120604
139400,128422
139400,138702
139401,142064
139401,119498
139401,117782
139401,118476
139401,139737
139401,124466
139401,135900
139401,122619
139402,141312
139402,130925
139402,119148
139402,125210
139402,120410
139402,139437
139402,126801
139402,131180
139402,127622
139402,122901
139403,122063
139403,135041
139403,116568
139403,137812
139403,139228
139403,130701
139403,135205
139403,126450
139403,134871
139404,121252
139404,132874
139404,125914
139404,130047
139404,138395
139405,124740
139405,139670
139405,140989
139405,139679
139405,118931
139405,124369
139405,139313
139406,116622
139406,134381
139406,130981
139406,122415
139406,125867
139406,138050
139407,135758
139407,139431
139407,138669
139407,2
139407,122422
139407,119836
139407,129180
139407,130704
139407,126727
139408,124906
139408,135661
139408,130328
139408,126290
139408,117727
139408,126913
139408,123155
139408,105
139408,116201
139409,119274
139409,122384
139409,125935
139409,130926
139409,131387
139409,117693
139410,132289
139410,123816
139410,131388
139410,135250
139411,123979
139411,130704
139411,135181
139411,118855
139411,134341
139411,129551
139411,127694
139412,124849
139412,127949
139412,12838
139412,116714
139412,119854
139412,125160
139412,126211
139413,137935
139413,128250
139413,123884
139413,121016
139413,135086
139413,141688
139413,133493
139413,137974
139414,136228
139414,130384
139414,127223
139414,127419
139414,138912
139414,116184
139415,133358
139415,138137
139415,118228
139415,118242
139415,117670
139415,132710
139415,117063
139416,131295
139416,139945
139416,128569
139416,140525
139416,134283
139416,141492
139416,141562
139417,128168
139417,128087
139417,136331
139417,126918
139417,124081
139417,126789
139417,134891
139418,137318
139418,129183
139418,133182
139418,141209
139418,137474
139418,131957
139418,117399
139418,127553
139418,128491
139418,131981
139419,119090
139419,132286
139419,130833
139419,121869
139419,133100
139419,129054
139419,132053
139419,140366
139419,127627
139419,120402
139420,117949
139420,135931
139420,141102
139420,124013
139420,118878
139421,119714
139421,135891
139421,141068
139421,124557
139421,132088
139421,133350
139421,140106
139422,134034
139422,127863
139422,129438
139422,122027
139422,141067
139422,140775
139423,118096
139423,133840
139423,130495
139423,139718
139424,121240
139424,140805
139424,140480
139424,118518
139425,122950
139425,141723
139425,126291
139425,131054
139425,125233
139425,122305
139425,135399
139425,121358
139426,129885
139426,134301
139426,127616
139426,126154
139426,137507
139427,118665
139427,121560
139427,125387
139427,128566
139427,140317
139427,119761
139427,118782
139427,139243
139427,120285
139427,138062
139428,125395
139428,122703
139428,134118
139428,133745
139428,125253
139429,121253
139429,126142
139429,120782
139429,133832
139429,139555
139429,123952
139429,124190
139429,138902
139430,132034
139430,129612
139430,129689
139430,122803
139430,140262
139431,117835
139431,126880
139431,118153
139431,120930
139431,136541
139433,133872
139433,139966
139433,139084
139433,134767
139434,141582
139434,126719
139434,135747
139434,124174
139434,136268
139434,126578
139434,137532
139434,120991
139434,128112
139435,126517
139435,116326
139435,126582
139435,123789
139437,122473
139437,135701
139437,137338
139437,131598
139437,115930
139437,119297
139437,134926
139437,135847
139438,117198
139438,122373
139438,124511
139438,123422
139439,127558
139439,135056
139439,138567
139439,127529
139439,131448
139439,135814
139440,123341
139440,140306
139440,141827
139440,134577
139440,115871
139440,140199
139440,131351
139440,128248
139440,123922
139441,142093
139441,133004
139441,140270
139441,127421
139441,131525
139441,130998
139441,139718
139442,135626
139442,138369
139442,141955
139442,131932
139442,139164
139444,119328
139444,119619
139444,117117
139444,125799
139444,124689
139444,129747
139444,132802
139445,121254
139445,127328
139445,132893
139445,141755
139445,124839
139445,127193
139446,128326
139446,138971
139446,132174
139446,124936
139446,120974
139446,136266
139446,139827
139446,117574
139447,132782
139447,140405
139447,131897
139447,127777
139447,124649
139448,130149
139448,118824
139448,117677
139448,128316
139448,136471
139448,121140
139449,124989
139449,9
139449,135608
139449,120401
139449,125450
139449,127544
139450,133797
139450,125679
139450,126387
139450,119274
139450,139681
139450,124608
139450,130869
139450,121020
139450,116131
139450,123992
139451,127510
139451,121664
139451,130268
139451,135448
139451,137025
139451,130152
139451,137333
139451,139079
139451,128731
139452,136803
139452,128992
139452,124494
139452,125609
139452,128248
139452,118269
139453,125698
139453,138880
139453,139049
139453,119442
139453,132412
139453,116301
139453,137360
139453,122679
139454,126448
139454,137067
139454,127513
139454,120134
139454,135072
139454,131313
139454,132380
139454,125115
139455,137053
139455,126701
139455,137762
139455,141112
139456,135615
139456,131118
139456,120210
139456,127553
139456,120899
139456,115962
139456,118994
139456,117311
139456,131816
139457,137484
139457,133774
139457,128355
139457,132823
139457,129456
139457,129098
139457,127115
139457,134000
139457,133236
139457,136261
139458,135763
139458,131822
139458,118790
139458,127134
139459,132716
139459,134032
139459,120055
139459,125563
139459,129075
139459,123136
139459,127182
139460,134726
139460,139791
139460,125104
139460,135011
139460,133943
139461,117474
139461,141459
139461,129265
139461,125928
139461,125625
139462,118443
139462,123912
139462,126702
139462,123261
139462,123794
139462,127449
139462,126980
139463,122687
139463,125252
139463,130520
139463,126759
139463,117430
139463,123534
139463,138837
139463,119368
139463,122598
139463,123724
139464,141396
139464,119958
139464,117199
139464,125569
139464,135030
139464,117598
139464,139166
139465,125155
139465,121404
139465,122679
139465,126544
139465,128950
139465,130878
139465,133840
139465,124543
139466,123827
139466,116187
139466,130804
139466,140848
139467,117822
139467,140950
139467,139280
139467,140432
139467,117205
139467,136382
139467,120809
139468,123020
139468,119899
139468,124843
139468,138920
139468,115960
139468,128140
139468,127139
139468,125186
139469,131778
139469,133733
139469,122160
139469,133560
139469,127753
139469,122127
139469,134866
139470,139553
139470,131107
139470,119061
139470,121148
139470,118364
139470,132543
139470,131604
139470,115825
139470,141961
139471,139067
139471,117965
139471,136791
139471,128747
139471,24
139471,123936
139471,135052
139471,132281
139471,119766
139471,130628
139472,119953
139472,134319
139472,130332
139472,122872
139473,140500
139473,136992
139473,141040
139473,133162
139473,118976
139474,137099
139474,126622
139474,122910
139474,123483
139474,136016
139474,129557
139474,121735
139474,136776
139474,130431
139475,130541
139475,119797
139475,125427
139475,133277
139475,123236
139475,119193
139475,117242
139475,131913
139476,121371
139476,141414
139476,130066
139476,128982
139476,121971
139477,122717
139477,117478
139477,133552
139477,127541
139477,135982
139477,122185
139477,136539
139477,136088
139478,139720
139478,126536
139478,129982
139478,121250
139478,119374
139478,123145
139478,131080
139479,118102
139479,119442
139479,115954
139479,115803
139480,123597
139480,126255
139480,121511
139480,134578
139480,124297
139480,140961
139480,135307
139480,133466
139480,132437
139481,141670
139481,141778
139481,132096
139481,138350
139482,126499
139482,136005
139482,128473
139482,122002
139482,126554
139483,115827
139483,122877
139483,133106
139483,131493
139483,121847
139484,126976
139484,125848
139484,131706
139484,133515
139484,120356
139484,5
139484,130920
139484,120229
139484,119508
139485,116308
139485,136023
139485,119053
139485,125831
139485,134210
139486,123421
139486,136757
139486,117507
139486,137619
139486,137733
139487,129158
139487,134233
139487,129268
139487,135347
139487,141606
139487,141480
139487,130747
139488,126695
139488,138448
139488,117308
139488,134201
139488,123756
139489,123558
139489,141687
139489,130747
139489,121068
139489,140905
139489,126372
139489,117722
139489,135710
139490,130228
139490,116523
139490,123080
139490,140454
139491,141040
139491,139183
139491,121997
139491,119949
139491,131766
139491,120295
139491,123200
139491,130140
139492,135140
139492,138677
139492,138321
139492,131813
139492,136084
139493,120704
139493,131467
139493,136815
139493,121007
139493,117798
139493,139625
139493,134263
139493,117965
139493,140550
139493,132117
139494,138039
139494,116783
139494,117081
139494,116405
139494,138108
139494,130888
139494,125951
139494,116559
139495,137713
139495,130438
139495,121420
139495,122962
139495,124890
139495,136584
139495,117502
139495,122490
139495,124501
139496,128354
139496,125017
139496,118982
139496,126112
139497,134895
139497,126566
139497,127215
139497,116572
139497,136734
139497,140851
139497,119494
139498,123042
139498,126880
139498,121805
139498,129876
139498,132960
139498,118475
139498,138851
139498,131337
139498,128922
139500,117843
139500,121255
139500,135278
139500,137044
139500,125111
139500,130400
139500,127687
139500,138287
139501,122852
139501,129933
139501,128511
139501,132797
139501,137600
139501,122754
139501,131528
139501,139619
139501,132557
139501,136808
139502,139580
139502,138133
139502,137587
139502,136358
139502,116750
139502,116361
139503,127727
139503,118288
139503,137086
139503,139398
139503,141106
139503,138857
139503,117328
139504,120589
139504,137514
139504,117698
139504,122605
139504,135681
139504,139132
139505,119964
139505,119684
139505,141888
139505,116886
139505,126700
139505,140791
139505,131233
139505,129262
139505,124488
139506,125522
139506,137167
139506,141583
139506,122163
139506,116536
139506,118994
139506,118770
139506,134431
139507,121880
139507,137391
139507,135970
139507,134285
139507,131840
139507,126890
139507,124349
139507,117617
139508,123301
139508,137047
139508,131428
139508,131609
139508,130733
139510,138833
139510,119220
139510,123353
139510,138927
139510,117271
139510,117920
139510,126518
139510,127330
139510,132228
139510,119624
139511,129793
139511,122148
139511,117877
139511,129385
139511,139563
139512,141633
139512,126290
139512,139566
139512,129335
139512,117091
139512,125813
139513,138901
139513,120058
139513,131010
139513,124404
139513,140860
139513,121224
139513,115993
139513,117817
139514,133553
139514,140042
139514,131926
139514,116544
139514,137553
139514,130143
139514,127997
139515,119198
139515,128066
139515,136121
139515,127692
139515,116307
139515,137660
139515,138138
139516,123684
139516,121438
139516,122661
139516,128700
139516,129506
139516,141387
139517,116822
139517,122234
139517,137855
139517,137014
139517,136859
139517,121049
139517,141102
139517,117149
139517,135817
139517,129417
139518,139777
139518,117202
139518,128293
139518,129173
139518,133571
139518,125408
139519,126286
139519,115841
139519,118691
139519,134916
139519,139692
139519,128407
139519,131666
139519,140981
139520,117825
139520,132297
139520,125489
139520,125736
139520,128132
139520,129812
139521,116927
139521,138794
139521,116924
139521,116285
139521,134507
139521,133269
139521,125164
139521,119681
139522,137496
139522,140631
139522,128167
139522,117256
139522,129147
139522,127285
139522,122166
139523,131311
139523,139416
139523,129716
139523,129206
139523,116784
139523,124576
139523,140314
139523,121781
139523,128398
139523,117017
139524,127538
139524,131067
139524,119606
139524,134672
139524,121225
139524,135755
139525,133366
139525,118602
139525,126885
139525,130639
139525,120916
139525,136988
139525,120690
139526,136695
139526,135157
139526,137789
139526,132717
139526,126062
139527,127136
139527,141105
139527,121383
139527,139547
139527,123973
139527,133743
139527,119994
139527,136175
139527,131406
139527,137342
139528,133856
139528,132773
139528,117268
139528,126019
139528,128258
139528,118610
139529,118592
139529,126034
139529,136985
139529,121052
139530,139228
139530,125866
139530,119118
139530,118234
139530,137725
139530,119156
139530,125779
139530,138436
139530,116772
139530,133671
139531,122644
139531,138763
139531,140427
139531,136407
139531,119259
139531,136934
139531,118151
139531,139038
139531,125945
139531,118445
139532,138914
139532,120267
139532,130647
139532,134110
139533,129219
139533,130832
139533,130739
139533,121228
139533,124922
139534,129770
139534,125485
139534,138144
139534,127106
139534,116176
139534,116605
139535,126444
139535,122332
139535,118457
139535,123693
139535,136809
139535,130498
139535,129254
139535,133063
139535,117169
139536,137699
139536,120365
139536,121892
139536,117523
139536,130657
139536,134373
139536,117511
139536,122100
139536,131371
139537,132039
139537,118481
139537,136406
139537,124420
139537,134351
139537,116116
139538,120876
139538,133301
139538,138160
139538,140258
139538,127996
139538,128533
139539,127145
139539,133165
139539,134153
139539,133346
139540,124250
139540,130679
139540,133175
139540,118182
139540,137153
139541,139613
139541,124681
139541,116515
139541,125703
139541,129801
139541,129213
139541,135438
139541,131920
139541,134844
139542,115958
139542,133382
139542,123798
139542,129586
139542,118604
139542,127651
139543,118999
139543,120822
139543,133387
139543,118935
139544,119526
139544,120455
139544,124273
139544,125629
139544,131202
139544,133109
139544,135496
139544,137961
139544,132794
139545,129805
139545,129610
139545,125605
139545,123209
139545,140722
139546,120240
139546,119754
139546,130322
139546,116786
139546,16853
139546,117129
139546,141908
139546,131017
139547,135160
139547,138467
139547,117594
139547,140240
139547,141313
139547,126587
139547,116397
139548,137975
139548,118859
139548,127596
139548,140318
139549,141395
139549,124929
139549,139350
139549,122749
139549,117879
139549,139111
139549,137875
139549,118957
139549,120989
139549,138926
139550,121118
139550,123995
139550,124585
139550,138631
139550,132286
139550,132645
139550,122667
139550,115782
139550,127297
139550,118869
139551,120429
139551,117672
139551,137821
139551,138349
139551,140119
139552,138960
139552,124300
139552,140302
139552,126492
139553,135970
139553,124936
139553,133747
139553,134083
139553,139486
139553,129121
139554,126513
139554,132175
139554,132227
139554,141135
139554,117965
139554,123369
139554,118320
139555,135254
139555,117665
139555,139777
139555,122653
139555,119696
139555,126744
139555,122119
139555,117908
139556,129752
139556,138379
139556,135115
139556,135245
139556,138959
139557,122319
139557,129613
139557,141945
139557,123344
139557,125163
139557,123728
139557,116927
139558,120355
139558,125842
139558,140430
139558,124591
139558,127994
139558,121746
139558,123309
139558,116299
139558,135761
139559,139218
139559,123518
139559,117640
139559,127244
139559,139959
139559,118259
139559,119709
139559,137649
139559,132486
139559,138947
139560,129922
139560,128212
139560,124397
139560,128665
139560,131457
139560,136777
139561,124951
139561,118533
139561,128046
139561,121557
139561,135641
139561,131581
139562,130888
139562,120582
139562,139352
139562,126410
139562,132541
139563,130015
139563,137740
139563,121984
139563,140797
139564,126677
139564,136584
139564,120532
139564,117834
139564,134213
139564,138699
139564,126593
139564,123872
139564,136159
139565,131659
139565,125217
139565,131063
139565,116001
139565,131613
139565,130692
139566,131791
139566,123874
139566,123836
139566,137830
139566,135298
139566,134917
139567,139153
139567,136151
139567,125329
139567,128006
139567,118663
139567,116592
139567,115926
139567,131810
139567,140114
139568,131831
139568,125437
139568,138177
139568,125221
139569,131634
139569,136695
139569,118063
139569,120988
139569,141152
139569,125722
139569,129969
139569,120700
139571,135942
139571,130059
139571,120486
139571,131812
139571,124731
139572,136904
139572,119600
139572,136090
139572,119561
139572,116266
139572,135403
139572,122036
139572,125286
139572,131338
139572,119549
139573,131904
139573,116235
139573,131338
139573,123901
139573,127391
139573,126096
139574,131622
139574,124347
139574,119347
139574,120247
139574,127334
139574,135507
139575,139358
139575,139172
139575,122476
139575,135691
139575,125218
139576,130855
139576,131203
139576,122679
139576,118092
139577,130080
139577,139640
139577,135076
139577,117060
139578,134362
139578,132251
139578,123451
139578,133785
139578,117773
139578,136732
139578,138099
139578,141714
139578,122791
139578,117501
139579,131418
139579,120365
139579,137169
139579,123585
139579,135170
139579,141008
139579,121935
139580,133415
139580,124058
139580,133413
139580,132357
139580,117268
139581,131876
139581,123347
139581,116236
139581,134827
139581,122322
139581,121131
139581,128999
139581,124761
139581,137731
139582,135430
139582,128841
139582,117587
139582,124519
139582,15913
139582,126959
139582,137059
139582,119404
139583,117571
139583,121705
139583,125154
139583,125665
139583,134939
139583,131336
139583,127859
139583,119853
139583,130755
139583,118060
139584,124700
139584,118130
139584,131354
139584,116793
139587,135879
139587,138492
139587,122046
139587,132047
139587,122409
139587,141018
139587,126118
139587,127108
139587,119681
139587,139358
139588,127335
139588,121133
139588,133489
139588,126862
139588,136149
139588,121337
139588,140301
139588,126846
139589,117104
139589,140922
139589,135495
139589,140224
139589,135733
139590,126223
139590,127309
139590,123024
139590,137629
139592,7
139592,128266
139592,121501
139592,129025
139592,119819
139592,116034
139592,133731
139592,127233
139592,129340
139592,127416
139593,121564
139593,128398
139593,118473
139593,141133
139593,130278
139593,127638
139593,117098
139593,125142
139593,141053
139594,128477
139594,121724
139594,139830
139594,126626
139594,136185
139595,121262
139595,126253
139595,115793
139595,141331
139595,136703
139595,142089
139595,139094
139595,120778
139596,138507
139596,138712
139596,117572
139596,120789
139596,122086
139596,120326
139597,129012
139597,134935
139597,139227
139597,123038
139597,124356
139597,129124
139597,128413
139598,126709
139598,117961
139598,129711
139598,125339
139598,124685
139598,124221
139598,117999
139598,138853
139598,129052
139599,127086
139599,141785
139599,140410
139599,117678
139599,137726
139600,135044
139600,128064
139600,122384
139600,125536
139600,124467
139603,116964
139603,121365
139603,130703
139603,136267
139603,115800
139603,137500
139603,130073
139603,135319
139603,125844
139604,134875
139604,128811
139604,137485
139604,133585
139605,132479
139605,118610
139605,127887
139605,137419
139606,123551
139606,130703
139606,134248
139606,139720
139607,138750
139607,117550
139607,127086
139607,140147
139607,138738
139607,129060
139607,136598
139607,128735
139607,116061
139608,132881
139608,131228
139608,125062
139608,141642
139608,136353
139608,123141
139608,131770
139608,132886
139608,133948
139608,117207
139609,128705
139609,129208
139609,134404
139609,129540
139609,137132
139609,134183
139609,130565
139610,133593
139610,116803
139610,138131
139610,116625
139610,121904
139610,121462
139610,134823
139610,122570
139610,125619
139610,130842
139611,116901
139611,131219
139611,136715
139611,136570
139611,135845
139611,118271
139611,122582
139612,125857
139612,119874
139612,121534
139612,133119
139613,134150
139613,117336
139613,117771
139613,116493
139613,124595
139613,134494
139613,120937
139613,132860
139613,141847
139613,122270
139614,129374
139614,135908
139614,117567
139614,126299
139615,136754
139615,133277
139615,137472
139615,121508
139615,132771
139615,122408
139615,141162
139615,132863
139616,132427
139616,121131
139616,118125
139616,124104
139616,125371
139616,131553
139617,130878
139617,117276
139617,135378
139617,129038
139617,141369
139617,127189
139617,134575
139618,126212
139618,125763
139618,116902
139618,125081
139618,129552
139619,128297
139619,131305
139619,132461
139619,118161
139619,116087
139619,120368
139619,129677
139619,139971
139620,123267
139620,123054
139620,118435
139620,135439
139620,140418
139621,118637
139621,130518
139621,131577
139621,118321
139621,139729
139621,140566
139621,130162
139622,116359
139622,135416
139622,118726
139622,129156
139622,126921
139622,118278
139622,135482
139623,127886
139623,126422
139623,136772
139623,132154
139624,134563
139624,139936
139624,117096
139624,139667
139624,125208
139624,116670
139624,122631
139624,120753
139624,131197
139624,129199
139625,119129
139625,118825
139625,137902
139625,134521
139625,134104
139625,132221
139626,137699
139626,123595
139626,119586
139626,120671
139626,134179
139627,132887
139627,126060
139627,131900
139627,139113
139627,117451
139627,136390
139627,135203
139627,136799
139627,117963
139628,128154
139628,119853
139628,125998
139628,129575
139628,123496
139628,133094
139628,116086
139628,126515
139628,129614
139628,140782
139629,140698
139629,140709
139629,123559
139629,139459
139629,120904
139629,127434
139629,134324
139629,122739
139629,121475
139630,124777
139630,115795
139630,131186
139630,120177
139630,136307
139630,119338
139631,121210
139631,121395
139631,134552
139631,134534
139631,138871
139631,128693
139631,118726
139631,138962
139632,124678
139632,128455
139632,128346
139632,121383
139632,124698
139632,139228
139633,137352
139633,117514
139633,128742
139633,131105
139634,128518
139634,139021
139634,138594
139634,129711
139635,126301
139635,116088
139635,116129
139635,134732
139635,136817
139635,122568
139635,133072
139635,122221
139635,134035
139636,121004
139636,123547
139636,134330
139636,118927
139636,134852
139636,134753
139636,132143
139636,129403
139636,128780
139637,119425
139637,135870
139637,133916
139637,126623
139637,125630
139637,116276
139638,116882
139638,131680
139638,135056
139638,138615
139638,141543
139638,136044
139638,122169
139638,136079
139638,128868
139639,123343
139639,123655
139639,138684
139639,125962
139639,122389
139639,135319
139639,125388
139639,135360
139640,118794
139640,129080
139640,137142
139640,121770
139641,124526
139641,117290
139641,138067
139641,125712
139642,129134
139642,138398
139642,117545
139642,136415
139643,133035
139643,129440
139643,115910
139643,118618
139643,124397
139643,125906
139643,138780
139643,129801
139643,118307
139643,132170
139644,136345
139644,141591
139644,125572
139644,120280
139644,134213
139644,136741
139645,116479
139645,125947
139645,119993
139645,121118
139645,125805
139645,121579
139645,130281
139645,130464
139646,136284
139646,120891
139646,124726
139646,128449
139647,127172
139647,140067
139647,141524
139647,127057
139647,121008
139647,125990
139648,135111
139648,139189
139648,140658
139648,119933
139648,117100
139648,124297
139648,118652
139648,131310
139649,130870
139649,137626
139649,119990
139649,120989
139650,134532
139650,124143
139650,121572
139650,130769
139650,127811
139650,139410
139650,136216
139650,124290
139650,117265
139651,137151
139651,123213
139651,141539
139651,141956
139652,128934
139652,139240
139652,126858
139652,124168
139652,140555
139652,120941
139652,137768
139653,139713
139653,128270
139653,129657
139653,125412
139653,116619
139653,134737
139653,118487
139653,130492
139653,128048
139654,138980
139654,130577
139654,131515
139654,140271
139654,123890
139654,127888
139654,138106
139655,123390
139655,131868
139655,128782
139655,117026
139655,132827
139655,117407
139655,116403
139655,137645
139656,128471
139656,120409
139656,133086
139656,116334
139656,138685
139656,124976
139657,128483
139657,132508
139657,124591
139657,141673
139658,122437
139658,127080
139658,124570
139658,133250
139658,124927
139658,138402
139659,132014
139659,117432
139659,138116
139659,130180
139659,126664
139659,131906
139659,140525
139659,120845
139659,126461
139660,124701
139660,127227
139660,116002
139660,115872
139660,133888
139660,140023
139661,122542
139661,123618
139661,126821
139661,141870
139661,127808
139662,122666
139662,141757
139662,138309
139662,115795
139662,141289
139662,115875
139663,135183
139663,117083
139663,118881
139663,123157
139663,126051
139663,125573
139663,126322
139663,141545
139663,137295
139663,116992
139664,120686
139664,131772
139664,130889
139664,121216
139664,131165
139664,117386
139664,115903
139664,126721
139664,139788
139665,132696
139665,122248
139665,138083
139665,134791
139665,118661
139666,125062
139666,120662
139666,137194
139666,134141
139666,123951
139666,126784
139666,117960
139666,140976
139666,131603
139666,130236
139667,130161
139667,126769
139667,136165
139667,131874
139667,137761
139667,139495
139667,119933
139667,119918
139668,126682
139668,141037
139668,126405
139668,138446
139669,119229
139669,130735
139669,132035
139669,132734
139669,123529
139669,125494
139669,138559
139669,130176
139669,123423
139669,140279
139670,137428
139670,140882
139670,125645
139670,130137
139672,123225
139672,115857
139672,131978
139672,131170
139672,117642
139672,130348
139672,130446
139672,128398
139672,124962
139673,119995
139673,136041
139673,121773
139673,132584
139673,133495
139673,137739
139674,116186
139674,128726
139674,127087
139674,117966
139674,136160
139674,140156
139674,116654
139674,124768
139674,117398
139674,125388
139675,130417
139675,127267
139675,128103
139675,138210
139676,128414
139676,120773
139676,138145
139676,122611
139676,131771
139676,137592
139676,140934
139676,128330
139676,117233
139677,125986
139677,122496
139677,120877
139677,134838
139678,123425
139678,116890
139678,139008
139678,118798
139678,137224
139679,127534
139679,123896
139679,125431
139679,117697
139679,134679
139679,140394
139680,117649
139680,118731
139680,121196
139680,128128
139681,130329
139681,141017
139681,132219
139681,130285
139682,123713
139682,129253
139682,121700
139682,125184
139682,118573
139682,137491
139682,123980
139682,136448
139682,119439
139683,134872
139683,122280
139683,137626
139683,129337
139684,119809
139684,140579
139684,124293
139684,127910
139684,123792
139684,117288
139684,122422
139684,124663
139685,116768
139685,127955
139685,128368
139685,140985
139685,128945
139685,137357
139686,129786
139686,135376
139686,129149
139686,132099
139686,125205
139686,132077
139686,137936
139686,118083
139686,137363
139686,134798
139687,127531
139687,141580
139687,129975
139687,126568
139687,131073
139687,134398
139687,120052
139687,141786
139687,121985
139687,120804
139688,117651
139688,132330
139688,140416
139688,133335
139688,127332
139688,137773
139688,129353
139688,140262
139688,138823
139689,130977
139689,120294
139689,133736
139689,122392
139689,127933
139689,125010
139689,133843
139689,122301
139689,134028
139690,134254
139690,123757
139690,132661
139690,141785
139690,134293
139690,127927
139690,137196
139690,131248
139690,133378
139690,123525
139691,140506
139691,117846
139691,117094
139691,127299
139692,124078
139692,129719
139692,130171
139692,140075
139692,120761
139692,141389
139692,133152
139692,124810
139692,126039
139693,124063
139693,136050
139693,116624
139693,132376
139694,140044
139694,141388
139694,141670
139694,129210
139694,117787
139695,123559
139695,118552
139695,138310
139695,126515
139695,137026
139695,125905
139696,124928
139696,133169
139696,132197
139696,133703
139696,136547
139696,129977
139696,139571
139697,35
139697,136766
139697,116079
139697,128306
139697,140780
139697,139917
139697,128882
139697,129286
139697,128369
139698,130140
139698,115836
139698,137868
139698,117597
139698,123233
139698,120306
139698,116922
139698,128206
139698,127143
139698,130890
139699,141607
139699,137779
139699,129217
139699,133958
139699,128609
139699,122069
139699,134597
139700,130002
139700,123529
139700,135823
139700,136942
139700,131539
139700,130975
139700,134491
139701,116685
139701,140131
139701,124501
139701,140614
139701,126450
139701,140712
139701,126700
139702,116840
139702,128972
139702,137825
139702,129636
139702,117694
139702,137147
139702,115751
139702,129689
139702,118970
139702,139551
139703,124143
139703,127681
139703,127833
139703,140272
139703,125748
139703,136153
139703,118724
139703,136938
139704,133037
139704,136164
139704,126176
139704,136117
139704,136969
139705,135496
139705,141130
139705,127431
139705,116609
139705,137372
139705,135032
139705,123720
139705,126015
139705,138287
139706,128931
139706,127407
139706,137073
139706,135828
139706,132386
139706,115983
139706,132669
139706,125630
139706,134902
139707,137975
139707,118793
139707,140574
139707,127831
139707,127156
139707,127337
139707,133119
139708,137473
139708,126884
139708,140057
139708,133772
139709,127958
139709,123982
139709,125493
139709,132647
139709,123465
139710,121746
139710,68
139710,124846
139710,123038
139710,135100
139710,131011
139711,135720
139711,131740
139711,128018
139711,116129
139711,129813
139711,138271
139711,130371
139711,141154
139711,142075
139712,135671
139712,140862
139712,117479
139712,131570
139712,134473
139712,130695
139713,127001
139713,126944
139713,135766
139713,121212
139713,133902
139713,119516
139714,125854
139714,123108
139714,130828
139714,130986
139715,125803
139715,132370
139715,126867
139715,128868
139715,125805
139715,135383
139715,133765
139715,138089
139716,133291
139716,118369
139716,115870
139716,121420
139716,121073
139716,126061
139716,138543
139717,125120
139717,122405
139717,125038
139717,119702
139717,117318
139717,140198
139717,130635
139717,130379
139718,125003
139718,118654
139718,118463
139718,127977
139718,118943
139718,132482
139719,131203
139719,135995
139719,124727
139719,126817
139719,141619
139719,115776
139719,135877
139720,122512
139720,121494
139720,122864
139720,119597
139720,136933
139721,132823
139721,127399
139721,134611
139721,120795
139721,138633
139721,118956
139721,139697
139721,122990
139722,131881
139722,139550
139722,126386
139722,127690
139722,138370
139722,116262
139722,135334
139722,138115
139723,139510
139723,128175
139723,135134
139723,121765
139723,134696
139723,134947
139723,116344
139724,119244
139724,129137
139724,128291
139724,126712
139724,121048
139725,116295
139725,130653
139725,117746
139725,122643
139725,129291
139725,139089
139725,133577
139726,116799
139726,141108
139726,140195
139726,120798
139727,125295
139727,118764
139727,128890
139727,115791
139728,140348
139728,138392
139728,125249
139728,118879
139728,123315
139728,125848
139728,138114
139728,136735
139728,136136
139728,129586
139729,123021
139729,140989
139729,136967
